CourseCode,TeacherId,ReportedHours,AssignedHours,CompKey
I-987,19781125-0031,121.0,120.0,TEAS_I-987_19781125-0031
I-987,19910820-0078,105.0,100.0,TEAS_I-987_19910820-0078
I-988,19690408-0009,263.0,260.0,TEAS_I-988_19690408-0009
I-988,19781125-0031,91.0,100.0,TEAS_I-988_19781125-0031
I-989,19600905-0003,288.0,280.0,TEAS_I-989_19600905-0003
I-989,19761009-0055,108.0,100.0,TEAS_I-989_19761009-0055
I-989,19900211-0140,129.0,140.0,TEAS_I-989_19900211-0140
I-990,19561222-0030,276.0,260.0,TEAS_I-990_19561222-0030
I-990,19760108-0050,135.0,120.0,TEAS_I-990_19760108-0050
I-990,19930228-0086,81.0,100.0,TEAS_I-990_19930228-0086
I-991,19690917-0022,299.0,280.0,TEAS_I-991_19690917-0022
I-991,19790426-0049,124.0,120.0,TEAS_I-991_19790426-0049
I-992,19690513-0015,262.0,260.0,TEAS_I-992_19690513-0015
I-992,19761024-0034,123.0,120.0,TEAS_I-992_19761024-0034
I-993,19620831-0024,221.0,240.0,TEAS_I-993_19620831-0024
I-993,19771013-0040,128.0,140.0,TEAS_I-993_19771013-0040
I-994,19600905-0003,290.0,280.0,TEAS_I-994_19600905-0003
I-994,19781125-0031,120.0,140.0,TEAS_I-994_19781125-0031
I-995,19601021-0018,275.0,280.0,TEAS_I-995_19601021-0018
I-995,19750122-0056,92.0,100.0,TEAS_I-995_19750122-0056
I-996,19610620-0006,260.0,240.0,TEAS_I-996_19610620-0006
I-996,19750220-0037,126.0,140.0,TEAS_I-996_19750220-0037
I-997,19611219-0014,298.0,280.0,TEAS_I-997_19611219-0014
I-997,19750512-0043,126.0,140.0,TEAS_I-997_19750512-0043
I-997,19900307-0105,137.0,140.0,TEAS_I-997_19900307-0105
I-998,19650303-0019,270.0,260.0,TEAS_I-998_19650303-0019
I-998,19780602-0035,148.0,140.0,TEAS_I-998_19780602-0035
I-998,19921127-0120,88.0,100.0,TEAS_I-998_19921127-0120
I-999,19600529-0021,282.0,280.0,TEAS_I-999_19600529-0021
I-999,19781217-0053,113.0,100.0,TEAS_I-999_19781217-0053
I-999,19910327-0096,138.0,120.0,TEAS_I-999_19910327-0096
I-1000,19600814-0002,255.0,260.0,TEAS_I-1000_19600814-0002
I-1000,19781130-0054,115.0,100.0,TEAS_I-1000_19781130-0054
I-1000,19921208-0097,160.0,140.0,TEAS_I-1000_19921208-0097
I-1001,19620424-0026,263.0,280.0,TEAS_I-1001_19620424-0026
I-1001,19780317-0052,130.0,140.0,TEAS_I-1001_19780317-0052
I-1002,19601021-0018,239.0,240.0,TEAS_I-1002_19601021-0018
I-1002,19780602-0035,139.0,120.0,TEAS_I-1002_19780602-0035
I-1002,19900211-0140,132.0,120.0,TEAS_I-1002_19900211-0140
I-1003,19690917-0022,257.0,240.0,TEAS_I-1003_19690917-0022
I-1003,19780317-0052,130.0,140.0,TEAS_I-1003_19780317-0052
I-1004,19620424-0026,265.0,260.0,TEAS_I-1004_19620424-0026
I-1004,19781125-0031,137.0,140.0,TEAS_I-1004_19781125-0031
I-1005,19570615-0011,282.0,280.0,TEAS_I-1005_19570615-0011
I-1005,19771013-0040,140.0,120.0,TEAS_I-1005_19771013-0040
I-1006,19601021-0018,232.0,240.0,TEAS_I-1006_19601021-0018
I-1006,19760524-0046,140.0,140.0,TEAS_I-1006_19760524-0046
I-1006,19910403-0103,101.0,120.0,TEAS_I-1006_19910403-0103
I-1007,19610623-0005,232.0,240.0,TEAS_I-1007_19610623-0005
I-1007,19781217-0053,96.0,100.0,TEAS_I-1007_19781217-0053
I-1007,19910122-0077,137.0,120.0,TEAS_I-1007_19910122-0077
I-1008,19561222-0030,298.0,280.0,TEAS_I-1008_19561222-0030
I-1008,19770224-0058,100.0,100.0,TEAS_I-1008_19770224-0058
I-1008,19901108-0087,101.0,120.0,TEAS_I-1008_19901108-0087
I-1009,19690917-0022,221.0,240.0,TEAS_I-1009_19690917-0022
I-1009,19770224-0058,128.0,140.0,TEAS_I-1009_19770224-0058
I-1010,19690917-0022,253.0,240.0,TEAS_I-1010_19690917-0022
I-1010,19750102-0059,151.0,140.0,TEAS_I-1010_19750102-0059
I-1011,19561222-0030,240.0,240.0,TEAS_I-1011_19561222-0030
I-1011,19761009-0055,106.0,120.0,TEAS_I-1011_19761009-0055
I-1011,19920206-0072,125.0,140.0,TEAS_I-1011_19920206-0072
I-1012,19570615-0011,256.0,260.0,TEAS_I-1012_19570615-0011
I-1012,19780815-0047,104.0,120.0,TEAS_I-1012_19780815-0047
I-1013,19610918-0027,267.0,260.0,TEAS_I-1013_19610918-0027
I-1013,19780317-0052,108.0,100.0,TEAS_I-1013_19780317-0052
I-1014,19610623-0005,299.0,280.0,TEAS_I-1014_19610623-0005
I-1014,19781217-0053,96.0,100.0,TEAS_I-1014_19781217-0053
I-1014,19900119-0104,152.0,140.0,TEAS_I-1014_19900119-0104
I-1015,19600905-0003,274.0,280.0,TEAS_I-1015_19600905-0003
I-1015,19780317-0052,156.0,140.0,TEAS_I-1015_19780317-0052
I-1016,19601021-0018,265.0,260.0,TEAS_I-1016_19601021-0018
I-1016,19750417-0051,151.0,140.0,TEAS_I-1016_19750417-0051
I-1017,19611219-0014,234.0,240.0,TEAS_I-1017_19611219-0014
I-1017,19781217-0053,124.0,140.0,TEAS_I-1017_19781217-0053
I-1017,19920828-0070,155.0,140.0,TEAS_I-1017_19920828-0070
I-1018,19600814-0002,287.0,280.0,TEAS_I-1018_19600814-0002
I-1018,19750906-0032,109.0,120.0,TEAS_I-1018_19750906-0032
I-1019,19690917-0022,298.0,280.0,TEAS_I-1019_19690917-0022
I-1019,19781125-0031,122.0,120.0,TEAS_I-1019_19781125-0031
I-1019,19901026-0111,133.0,140.0,TEAS_I-1019_19901026-0111
I-1020,19620831-0024,246.0,260.0,TEAS_I-1020_19620831-0024
I-1020,19750722-0060,125.0,120.0,TEAS_I-1020_19750722-0060
I-1021,19560812-0016,236.0,240.0,TEAS_I-1021_19560812-0016
I-1021,19780815-0047,112.0,100.0,TEAS_I-1021_19780815-0047
I-1021,19930228-0086,118.0,120.0,TEAS_I-1021_19930228-0086
I-1022,19560612-0010,268.0,260.0,TEAS_I-1022_19560612-0010
I-1022,19760524-0046,138.0,140.0,TEAS_I-1022_19760524-0046
I-1023,19601021-0018,254.0,240.0,TEAS_I-1023_19601021-0018
I-1023,19760524-0046,99.0,100.0,TEAS_I-1023_19760524-0046
I-1024,19560612-0010,239.0,240.0,TEAS_I-1024_19560612-0010
I-1024,19750722-0060,103.0,100.0,TEAS_I-1024_19750722-0060
I-1025,19580515-0017,279.0,280.0,TEAS_I-1025_19580515-0017
I-1025,19750722-0060,106.0,100.0,TEAS_I-1025_19750722-0060
I-1026,19630126-0001,255.0,260.0,TEAS_I-1026_19630126-0001
I-1026,19750331-0036,87.0,100.0,TEAS_I-1026_19750331-0036
I-1026,19910327-0096,105.0,100.0,TEAS_I-1026_19910327-0096
I-1027,19561222-0030,291.0,280.0,TEAS_I-1027_19561222-0030
I-1027,19780424-0057,142.0,140.0,TEAS_I-1027_19780424-0057
I-1027,19900128-0095,130.0,140.0,TEAS_I-1027_19900128-0095
I-1028,19570826-0012,241.0,260.0,TEAS_I-1028_19570826-0012
I-1028,19750122-0056,97.0,100.0,TEAS_I-1028_19750122-0056
I-1028,19930302-0135,85.0,100.0,TEAS_I-1028_19930302-0135
I-1029,19590129-0004,258.0,260.0,TEAS_I-1029_19590129-0004
I-1029,19751018-0039,155.0,140.0,TEAS_I-1029_19751018-0039
I-1029,19900701-0113,153.0,140.0,TEAS_I-1029_19900701-0113
I-1030,19560612-0010,227.0,240.0,TEAS_I-1030_19560612-0010
I-1030,19760524-0046,125.0,140.0,TEAS_I-1030_19760524-0046
I-1030,19910327-0096,116.0,120.0,TEAS_I-1030_19910327-0096
I-1031,19650303-0019,276.0,280.0,TEAS_I-1031_19650303-0019
I-1031,19750906-0032,127.0,120.0,TEAS_I-1031_19750906-0032
I-1032,19640220-0029,251.0,260.0,TEAS_I-1032_19640220-0029
I-1032,19771013-0040,88.0,100.0,TEAS_I-1032_19771013-0040
I-1032,19910822-0122,90.0,100.0,TEAS_I-1032_19910822-0122
I-1033,19570828-0008,299.0,280.0,TEAS_I-1033_19570828-0008
I-1033,19780317-0052,134.0,140.0,TEAS_I-1033_19780317-0052
I-1034,19590129-0004,220.0,240.0,TEAS_I-1034_19590129-0004
I-1034,19750122-0056,147.0,140.0,TEAS_I-1034_19750122-0056
I-1035,19610620-0006,230.0,240.0,TEAS_I-1035_19610620-0006
I-1035,19780815-0047,128.0,140.0,TEAS_I-1035_19780815-0047
I-1036,19601021-0018,244.0,240.0,TEAS_I-1036_19601021-0018
I-1036,19761009-0055,124.0,140.0,TEAS_I-1036_19761009-0055
I-1036,19910122-0077,99.0,100.0,TEAS_I-1036_19910122-0077
I-1037,19560705-0025,256.0,260.0,TEAS_I-1037_19560705-0025
I-1037,19760524-0046,128.0,120.0,TEAS_I-1037_19760524-0046
I-1038,19660630-0020,278.0,280.0,TEAS_I-1038_19660630-0020
I-1038,19760108-0050,136.0,140.0,TEAS_I-1038_19760108-0050
I-1039,19600814-0002,257.0,260.0,TEAS_I-1039_19600814-0002
I-1039,19790702-0038,103.0,120.0,TEAS_I-1039_19790702-0038
I-1039,19921208-0097,142.0,140.0,TEAS_I-1039_19921208-0097
I-1040,19560812-0016,226.0,240.0,TEAS_I-1040_19560812-0016
I-1040,19790708-0041,123.0,120.0,TEAS_I-1040_19790708-0041
I-1040,19920828-0070,129.0,120.0,TEAS_I-1040_19920828-0070
I-1041,19600905-0003,227.0,240.0,TEAS_I-1041_19600905-0003
I-1041,19781130-0054,135.0,120.0,TEAS_I-1041_19781130-0054
I-1042,19570615-0011,269.0,260.0,TEAS_I-1042_19570615-0011
I-1042,19761020-0044,98.0,100.0,TEAS_I-1042_19761020-0044
I-1042,19921218-0101,87.0,100.0,TEAS_I-1042_19921218-0101
I-1043,19690917-0022,238.0,240.0,TEAS_I-1043_19690917-0022
I-1043,19751018-0039,80.0,100.0,TEAS_I-1043_19751018-0039
I-1044,19660630-0020,238.0,240.0,TEAS_I-1044_19660630-0020
I-1044,19750705-0033,142.0,140.0,TEAS_I-1044_19750705-0033
I-1045,19660630-0020,292.0,280.0,TEAS_I-1045_19660630-0020
I-1045,19790717-0045,130.0,140.0,TEAS_I-1045_19790717-0045
I-1046,19600814-0002,264.0,280.0,TEAS_I-1046_19600814-0002
I-1046,19750906-0032,103.0,120.0,TEAS_I-1046_19750906-0032
I-1046,19900520-0063,125.0,120.0,TEAS_I-1046_19900520-0063
I-1047,19620831-0024,269.0,280.0,TEAS_I-1047_19620831-0024
I-1047,19750122-0056,135.0,140.0,TEAS_I-1047_19750122-0056
I-1047,19921201-0094,104.0,100.0,TEAS_I-1047_19921201-0094
I-1048,19620831-0024,274.0,260.0,TEAS_I-1048_19620831-0024
I-1048,19790426-0049,110.0,120.0,TEAS_I-1048_19790426-0049
I-1049,19601021-0018,237.0,240.0,TEAS_I-1049_19601021-0018
I-1049,19750122-0056,147.0,140.0,TEAS_I-1049_19750122-0056
I-1049,19900124-0064,120.0,140.0,TEAS_I-1049_19900124-0064
I-1050,19690513-0015,222.0,240.0,TEAS_I-1050_19690513-0015
I-1050,19780424-0057,130.0,140.0,TEAS_I-1050_19780424-0057
I-1050,19930414-0106,101.0,100.0,TEAS_I-1050_19930414-0106
I-1051,19560612-0010,268.0,260.0,TEAS_I-1051_19560612-0010
I-1051,19790618-0048,102.0,100.0,TEAS_I-1051_19790618-0048
I-1052,19580218-0007,274.0,280.0,TEAS_I-1052_19580218-0007
I-1052,19781125-0031,136.0,120.0,TEAS_I-1052_19781125-0031
I-1053,19560812-0016,297.0,280.0,TEAS_I-1053_19560812-0016
I-1053,19781130-0054,92.0,100.0,TEAS_I-1053_19781130-0054
I-1053,19900426-0089,154.0,140.0,TEAS_I-1053_19900426-0089
I-1054,19610918-0027,300.0,280.0,TEAS_I-1054_19610918-0027
I-1054,19790702-0038,120.0,140.0,TEAS_I-1054_19790702-0038
I-1054,19900307-0105,158.0,140.0,TEAS_I-1054_19900307-0105
I-1055,19690917-0022,295.0,280.0,TEAS_I-1055_19690917-0022
I-1055,19790717-0045,98.0,100.0,TEAS_I-1055_19790717-0045
I-1055,19930228-0086,101.0,100.0,TEAS_I-1055_19930228-0086
I-1056,19600814-0002,224.0,240.0,TEAS_I-1056_19600814-0002
I-1056,19761024-0034,103.0,100.0,TEAS_I-1056_19761024-0034
I-1056,19930616-0127,99.0,100.0,TEAS_I-1056_19930616-0127
I-1057,19560812-0016,224.0,240.0,TEAS_I-1057_19560812-0016
I-1057,19750102-0059,156.0,140.0,TEAS_I-1057_19750102-0059
I-1058,19610620-0006,257.0,240.0,TEAS_I-1058_19610620-0006
I-1058,19750417-0051,116.0,120.0,TEAS_I-1058_19750417-0051
I-1059,19560812-0016,275.0,280.0,TEAS_I-1059_19560812-0016
I-1059,19781217-0053,118.0,100.0,TEAS_I-1059_19781217-0053
I-1059,19931231-0099,103.0,100.0,TEAS_I-1059_19931231-0099
I-1060,19610620-0006,233.0,240.0,TEAS_I-1060_19610620-0006
I-1060,19750705-0033,104.0,120.0,TEAS_I-1060_19750705-0033
I-1061,19660630-0020,270.0,260.0,TEAS_I-1061_19660630-0020
I-1061,19750512-0043,107.0,120.0,TEAS_I-1061_19750512-0043
I-1061,19910206-0081,151.0,140.0,TEAS_I-1061_19910206-0081
I-1062,19690917-0022,245.0,240.0,TEAS_I-1062_19690917-0022
I-1062,19761009-0055,109.0,120.0,TEAS_I-1062_19761009-0055
I-1062,19931118-0062,83.0,100.0,TEAS_I-1062_19931118-0062
I-1063,19620522-0023,254.0,260.0,TEAS_I-1063_19620522-0023
I-1063,19750122-0056,105.0,100.0,TEAS_I-1063_19750122-0056
I-1063,19930919-0137,115.0,120.0,TEAS_I-1063_19930919-0137
I-1064,19580218-0007,280.0,280.0,TEAS_I-1064_19580218-0007
I-1064,19781217-0053,157.0,140.0,TEAS_I-1064_19781217-0053
I-1065,19580218-0007,245.0,260.0,TEAS_I-1065_19580218-0007
I-1065,19770224-0058,111.0,120.0,TEAS_I-1065_19770224-0058
I-1066,19680712-0028,255.0,240.0,TEAS_I-1066_19680712-0028
I-1066,19790717-0045,119.0,120.0,TEAS_I-1066_19790717-0045
I-1066,19901219-0125,129.0,140.0,TEAS_I-1066_19901219-0125
I-1067,19570828-0008,248.0,240.0,TEAS_I-1067_19570828-0008
I-1067,19750102-0059,106.0,120.0,TEAS_I-1067_19750102-0059
I-1067,19920316-0107,93.0,100.0,TEAS_I-1067_19920316-0107
I-1068,19560812-0016,233.0,240.0,TEAS_I-1068_19560812-0016
I-1068,19770224-0058,119.0,120.0,TEAS_I-1068_19770224-0058
I-1069,19570826-0012,243.0,240.0,TEAS_I-1069_19570826-0012
I-1069,19790702-0038,160.0,140.0,TEAS_I-1069_19790702-0038
I-1069,19910101-0133,92.0,100.0,TEAS_I-1069_19910101-0133
I-1070,19560812-0016,264.0,260.0,TEAS_I-1070_19560812-0016
I-1070,19790708-0041,113.0,100.0,TEAS_I-1070_19790708-0041
I-1070,19921218-0101,137.0,120.0,TEAS_I-1070_19921218-0101
I-1071,19601021-0018,290.0,280.0,TEAS_I-1071_19601021-0018
I-1071,19760108-0050,111.0,100.0,TEAS_I-1071_19760108-0050
I-1071,19921208-0097,111.0,120.0,TEAS_I-1071_19921208-0097
I-1072,19570828-0008,284.0,280.0,TEAS_I-1072_19570828-0008
I-1072,19781125-0031,124.0,120.0,TEAS_I-1072_19781125-0031
I-1072,19921123-0108,98.0,100.0,TEAS_I-1072_19921123-0108
I-1073,19690513-0015,240.0,260.0,TEAS_I-1073_19690513-0015
I-1073,19750512-0043,80.0,100.0,TEAS_I-1073_19750512-0043
I-1073,19900119-0104,107.0,120.0,TEAS_I-1073_19900119-0104
I-1074,19611219-0014,274.0,260.0,TEAS_I-1074_19611219-0014
I-1074,19760524-0046,127.0,140.0,TEAS_I-1074_19760524-0046
I-1074,19931231-0099,127.0,140.0,TEAS_I-1074_19931231-0099
I-1075,19610620-0006,259.0,260.0,TEAS_I-1075_19610620-0006
I-1075,19761009-0055,87.0,100.0,TEAS_I-1075_19761009-0055
I-1075,19930221-0139,132.0,120.0,TEAS_I-1075_19930221-0139
I-1076,19570826-0012,257.0,240.0,TEAS_I-1076_19570826-0012
I-1076,19761009-0055,102.0,120.0,TEAS_I-1076_19761009-0055
I-1077,19570826-0012,282.0,280.0,TEAS_I-1077_19570826-0012
I-1077,19761009-0055,125.0,140.0,TEAS_I-1077_19761009-0055
I-1077,19900902-0090,128.0,140.0,TEAS_I-1077_19900902-0090
I-1078,19570615-0011,278.0,280.0,TEAS_I-1078_19570615-0011
I-1078,19790618-0048,80.0,100.0,TEAS_I-1078_19790618-0048
I-1078,19900511-0134,148.0,140.0,TEAS_I-1078_19900511-0134
I-1079,19570826-0012,236.0,240.0,TEAS_I-1079_19570826-0012
I-1079,19750122-0056,101.0,120.0,TEAS_I-1079_19750122-0056
I-1080,19560612-0010,260.0,240.0,TEAS_I-1080_19560612-0010
I-1080,19790717-0045,148.0,140.0,TEAS_I-1080_19790717-0045
I-1080,19900520-0063,95.0,100.0,TEAS_I-1080_19900520-0063
I-1081,19610620-0006,253.0,260.0,TEAS_I-1081_19610620-0006
I-1081,19781130-0054,137.0,120.0,TEAS_I-1081_19781130-0054
I-1082,19570828-0008,279.0,260.0,TEAS_I-1082_19570828-0008
I-1082,19761024-0034,105.0,100.0,TEAS_I-1082_19761024-0034
I-1082,19900511-0134,110.0,100.0,TEAS_I-1082_19900511-0134
I-1083,19630126-0001,280.0,260.0,TEAS_I-1083_19630126-0001
I-1083,19760524-0046,106.0,100.0,TEAS_I-1083_19760524-0046
I-1084,19610623-0005,221.0,240.0,TEAS_I-1084_19610623-0005
I-1084,19780317-0052,122.0,120.0,TEAS_I-1084_19780317-0052
I-1085,19650303-0019,227.0,240.0,TEAS_I-1085_19650303-0019
I-1085,19760108-0050,142.0,140.0,TEAS_I-1085_19760108-0050
I-1085,19920602-0073,160.0,140.0,TEAS_I-1085_19920602-0073
I-1086,19690513-0015,287.0,280.0,TEAS_I-1086_19690513-0015
I-1086,19790618-0048,122.0,120.0,TEAS_I-1086_19790618-0048
I-1087,19560705-0025,231.0,240.0,TEAS_I-1087_19560705-0025
I-1087,19790426-0049,130.0,140.0,TEAS_I-1087_19790426-0049
I-1088,19610623-0005,248.0,260.0,TEAS_I-1088_19610623-0005
I-1088,19750705-0033,115.0,120.0,TEAS_I-1088_19750705-0033
I-1089,19590129-0004,240.0,260.0,TEAS_I-1089_19590129-0004
I-1089,19790702-0038,134.0,120.0,TEAS_I-1089_19790702-0038
I-1089,19900619-0076,120.0,120.0,TEAS_I-1089_19900619-0076
I-1090,19660630-0020,275.0,260.0,TEAS_I-1090_19660630-0020
I-1090,19750722-0060,132.0,120.0,TEAS_I-1090_19750722-0060
I-1090,19901002-0085,82.0,100.0,TEAS_I-1090_19901002-0085
I-1091,19610623-0005,294.0,280.0,TEAS_I-1091_19610623-0005
I-1091,19770713-0042,142.0,140.0,TEAS_I-1091_19770713-0042
I-1091,19920320-0121,129.0,120.0,TEAS_I-1091_19920320-0121
I-1092,19610620-0006,241.0,260.0,TEAS_I-1092_19610620-0006
I-1092,19750906-0032,122.0,120.0,TEAS_I-1092_19750906-0032
I-1092,19920917-0109,134.0,120.0,TEAS_I-1092_19920917-0109
I-1093,19680712-0028,251.0,260.0,TEAS_I-1093_19680712-0028
I-1093,19761009-0055,102.0,120.0,TEAS_I-1093_19761009-0055
I-1093,19920320-0121,87.0,100.0,TEAS_I-1093_19920320-0121
I-1094,19601021-0018,262.0,280.0,TEAS_I-1094_19601021-0018
I-1094,19761024-0034,115.0,100.0,TEAS_I-1094_19761024-0034
I-1095,19611219-0014,248.0,260.0,TEAS_I-1095_19611219-0014
I-1095,19750122-0056,133.0,140.0,TEAS_I-1095_19750122-0056
I-1095,19910421-0067,95.0,100.0,TEAS_I-1095_19910421-0067
I-1096,19620831-0024,245.0,260.0,TEAS_I-1096_19620831-0024
I-1096,19750512-0043,114.0,100.0,TEAS_I-1096_19750512-0043
I-1096,19901029-0071,116.0,100.0,TEAS_I-1096_19901029-0071
I-1097,19640414-0013,271.0,260.0,TEAS_I-1097_19640414-0013
I-1097,19781125-0031,137.0,140.0,TEAS_I-1097_19781125-0031
I-1097,19911116-0069,125.0,140.0,TEAS_I-1097_19911116-0069
I-1098,19570828-0008,227.0,240.0,TEAS_I-1098_19570828-0008
I-1098,19761020-0044,126.0,120.0,TEAS_I-1098_19761020-0044
I-1099,19660630-0020,247.0,260.0,TEAS_I-1099_19660630-0020
I-1099,19750705-0033,114.0,100.0,TEAS_I-1099_19750705-0033
I-1099,19900124-0064,119.0,100.0,TEAS_I-1099_19900124-0064
I-1100,19570826-0012,298.0,280.0,TEAS_I-1100_19570826-0012
I-1100,19750102-0059,144.0,140.0,TEAS_I-1100_19750102-0059
I-1101,19620424-0026,296.0,280.0,TEAS_I-1101_19620424-0026
I-1101,19761024-0034,107.0,100.0,TEAS_I-1101_19761024-0034
I-1102,19570826-0012,257.0,240.0,TEAS_I-1102_19570826-0012
I-1102,19750722-0060,131.0,140.0,TEAS_I-1102_19750722-0060
I-1103,19580218-0007,248.0,260.0,TEAS_I-1103_19580218-0007
I-1103,19770713-0042,133.0,140.0,TEAS_I-1103_19770713-0042
I-1104,19620522-0023,250.0,260.0,TEAS_I-1104_19620522-0023
I-1104,19780815-0047,122.0,120.0,TEAS_I-1104_19780815-0047
I-1104,19900124-0064,112.0,120.0,TEAS_I-1104_19900124-0064
I-1105,19561222-0030,243.0,240.0,TEAS_I-1105_19561222-0030
I-1105,19790717-0045,92.0,100.0,TEAS_I-1105_19790717-0045
I-1105,19900619-0076,111.0,120.0,TEAS_I-1105_19900619-0076
I-1106,19570828-0008,260.0,280.0,TEAS_I-1106_19570828-0008
I-1106,19780424-0057,120.0,140.0,TEAS_I-1106_19780424-0057
I-1107,19630126-0001,242.0,260.0,TEAS_I-1107_19630126-0001
I-1107,19761024-0034,105.0,120.0,TEAS_I-1107_19761024-0034
I-1108,19620831-0024,222.0,240.0,TEAS_I-1108_19620831-0024
I-1108,19750705-0033,127.0,120.0,TEAS_I-1108_19750705-0033
I-1109,19590129-0004,270.0,260.0,TEAS_I-1109_19590129-0004
I-1109,19781125-0031,122.0,120.0,TEAS_I-1109_19781125-0031
I-1110,19660630-0020,300.0,280.0,TEAS_I-1110_19660630-0020
I-1110,19780317-0052,113.0,120.0,TEAS_I-1110_19780317-0052
I-1110,19900723-0126,93.0,100.0,TEAS_I-1110_19900723-0126
I-1111,19561222-0030,262.0,260.0,TEAS_I-1111_19561222-0030
I-1111,19771013-0040,103.0,100.0,TEAS_I-1111_19771013-0040
I-1111,19910817-0092,109.0,100.0,TEAS_I-1111_19910817-0092
I-1112,19610620-0006,292.0,280.0,TEAS_I-1112_19610620-0006
I-1112,19790426-0049,124.0,120.0,TEAS_I-1112_19790426-0049
I-1112,19920505-0115,159.0,140.0,TEAS_I-1112_19920505-0115
I-1113,19580218-0007,296.0,280.0,TEAS_I-1113_19580218-0007
I-1113,19750331-0036,108.0,100.0,TEAS_I-1113_19750331-0036
I-1113,19911025-0091,102.0,100.0,TEAS_I-1113_19911025-0091
I-1114,19570615-0011,299.0,280.0,TEAS_I-1114_19570615-0011
I-1114,19781217-0053,107.0,100.0,TEAS_I-1114_19781217-0053
I-1114,19910921-0136,135.0,140.0,TEAS_I-1114_19910921-0136
I-1115,19570615-0011,298.0,280.0,TEAS_I-1115_19570615-0011
I-1115,19790708-0041,131.0,120.0,TEAS_I-1115_19790708-0041
I-1115,19900211-0140,111.0,100.0,TEAS_I-1115_19900211-0140
I-1116,19570826-0012,241.0,260.0,TEAS_I-1116_19570826-0012
I-1116,19781130-0054,140.0,140.0,TEAS_I-1116_19781130-0054
I-1116,19901029-0071,120.0,100.0,TEAS_I-1116_19901029-0071
I-1117,19680712-0028,280.0,280.0,TEAS_I-1117_19680712-0028
I-1117,19781125-0031,159.0,140.0,TEAS_I-1117_19781125-0031
I-1118,19650303-0019,243.0,260.0,TEAS_I-1118_19650303-0019
I-1118,19790426-0049,106.0,100.0,TEAS_I-1118_19790426-0049
I-1118,19900801-0130,106.0,120.0,TEAS_I-1118_19900801-0130
I-1119,19570828-0008,257.0,260.0,TEAS_I-1119_19570828-0008
I-1119,19750417-0051,125.0,120.0,TEAS_I-1119_19750417-0051
I-1119,19910817-0092,80.0,100.0,TEAS_I-1119_19910817-0092
I-1120,19630126-0001,245.0,260.0,TEAS_I-1120_19630126-0001
I-1120,19750417-0051,97.0,100.0,TEAS_I-1120_19750417-0051
I-1121,19630126-0001,272.0,280.0,TEAS_I-1121_19630126-0001
I-1121,19750906-0032,158.0,140.0,TEAS_I-1121_19750906-0032
I-1121,19910214-0084,133.0,140.0,TEAS_I-1121_19910214-0084
I-1122,19610918-0027,295.0,280.0,TEAS_I-1122_19610918-0027
I-1122,19781217-0053,137.0,140.0,TEAS_I-1122_19781217-0053
I-1123,19601021-0018,284.0,280.0,TEAS_I-1123_19601021-0018
I-1123,19750906-0032,115.0,120.0,TEAS_I-1123_19750906-0032
I-1124,19570826-0012,238.0,240.0,TEAS_I-1124_19570826-0012
I-1124,19780815-0047,152.0,140.0,TEAS_I-1124_19780815-0047
I-1125,19640414-0013,255.0,260.0,TEAS_I-1125_19640414-0013
I-1125,19790702-0038,102.0,120.0,TEAS_I-1125_19790702-0038
I-1126,19580515-0017,285.0,280.0,TEAS_I-1126_19580515-0017
I-1126,19790618-0048,120.0,140.0,TEAS_I-1126_19790618-0048
I-1127,19610918-0027,230.0,240.0,TEAS_I-1127_19610918-0027
I-1127,19750705-0033,101.0,120.0,TEAS_I-1127_19750705-0033
I-1128,19640414-0013,231.0,240.0,TEAS_I-1128_19640414-0013
I-1128,19750122-0056,116.0,100.0,TEAS_I-1128_19750122-0056
I-1129,19690917-0022,243.0,260.0,TEAS_I-1129_19690917-0022
I-1129,19750705-0033,135.0,140.0,TEAS_I-1129_19750705-0033
I-1129,19900616-0124,117.0,100.0,TEAS_I-1129_19900616-0124
I-1130,19590129-0004,240.0,260.0,TEAS_I-1130_19590129-0004
I-1130,19750220-0037,147.0,140.0,TEAS_I-1130_19750220-0037
I-1131,19600905-0003,246.0,240.0,TEAS_I-1131_19600905-0003
I-1131,19771013-0040,97.0,100.0,TEAS_I-1131_19771013-0040
I-1132,19610918-0027,251.0,260.0,TEAS_I-1132_19610918-0027
I-1132,19790702-0038,138.0,140.0,TEAS_I-1132_19790702-0038
I-1133,19600814-0002,271.0,260.0,TEAS_I-1133_19600814-0002
I-1133,19780602-0035,137.0,120.0,TEAS_I-1133_19780602-0035
I-1133,19910820-0078,134.0,140.0,TEAS_I-1133_19910820-0078
I-1134,19610918-0027,240.0,240.0,TEAS_I-1134_19610918-0027
I-1134,19790426-0049,93.0,100.0,TEAS_I-1134_19790426-0049
I-1134,19910817-0092,93.0,100.0,TEAS_I-1134_19910817-0092
I-1135,19560705-0025,227.0,240.0,TEAS_I-1135_19560705-0025
I-1135,19770713-0042,111.0,120.0,TEAS_I-1135_19770713-0042
I-1136,19680712-0028,270.0,280.0,TEAS_I-1136_19680712-0028
I-1136,19781130-0054,84.0,100.0,TEAS_I-1136_19781130-0054
I-1136,19910404-0102,111.0,100.0,TEAS_I-1136_19910404-0102
I-1137,19611219-0014,286.0,280.0,TEAS_I-1137_19611219-0014
I-1137,19750906-0032,115.0,100.0,TEAS_I-1137_19750906-0032
I-1138,19570826-0012,286.0,280.0,TEAS_I-1138_19570826-0012
