CourseInstance,StudentId,Status,Grade,CompKey22
I-586,19970308-0000,registered,,R_I-586_19970308-0000
I-584,19970308-0000,registered,,R_I-584_19970308-0000
I-4043,19970308-0000,not started,,R_I-4043_19970308-0000
I-4685,19970308-0000,withdrawn,,R_I-4685_19970308-0000
I-4047,19970308-0000,withdrawn,,R_I-4047_19970308-0000
I-2913,19970308-0000,registered,,R_I-2913_19970308-0000
I-343,19960213-0001,completed,3.0,R_I-343_19960213-0001
I-344,19960213-0001,withdrawn,,R_I-344_19960213-0001
I-140,19960213-0001,not started,,R_I-140_19960213-0001
I-345,19960213-0001,not started,,R_I-345_19960213-0001
I-4865,19960213-0001,registered,,R_I-4865_19960213-0001
I-352,19960213-0001,withdrawn,,R_I-352_19960213-0001
I-5472,19960213-0001,withdrawn,,R_I-5472_19960213-0001
I-148,19960213-0001,not started,,R_I-148_19960213-0001
I-461,19960213-0001,withdrawn,,R_I-461_19960213-0001
I-1727,19960213-0001,not started,,R_I-1727_19960213-0001
I-5474,19960213-0001,not started,,R_I-5474_19960213-0001
I-1540,19960213-0001,completed,3.0,R_I-1540_19960213-0001
I-4989,19960213-0001,registered,,R_I-4989_19960213-0001
I-264,19960213-0001,not started,,R_I-264_19960213-0001
I-1743,19960213-0001,completed,3.0,R_I-1743_19960213-0001
I-1438,19960213-0001,not started,,R_I-1438_19960213-0001
I-4563,19960213-0001,withdrawn,,R_I-4563_19960213-0001
I-3925,19960213-0001,not started,,R_I-3925_19960213-0001
I-589,19960213-0001,withdrawn,,R_I-589_19960213-0001
I-4879,19960213-0001,withdrawn,,R_I-4879_19960213-0001
I-1009,19960328-0002,not started,,R_I-1009_19960328-0002
I-1010,19960328-0002,registered,,R_I-1010_19960328-0002
I-1011,19960328-0002,completed,5.0,R_I-1011_19960328-0002
I-1012,19960328-0002,not started,,R_I-1012_19960328-0002
I-2186,19960328-0002,withdrawn,,R_I-2186_19960328-0002
I-1133,19960328-0002,completed,3.0,R_I-1133_19960328-0002
I-1132,19960328-0002,registered,,R_I-1132_19960328-0002
I-1134,19960328-0002,completed,5.0,R_I-1134_19960328-0002
I-3643,19960328-0002,completed,3.0,R_I-3643_19960328-0002
I-1248,19960328-0002,registered,,R_I-1248_19960328-0002
I-1247,19960328-0002,withdrawn,,R_I-1247_19960328-0002
I-3334,19960328-0002,registered,,R_I-3334_19960328-0002
I-1246,19960328-0002,registered,,R_I-1246_19960328-0002
I-1251,19960328-0002,registered,,R_I-1251_19960328-0002
I-5328,19960328-0002,not started,,R_I-5328_19960328-0002
I-2826,19960328-0002,not started,,R_I-2826_19960328-0002
I-1252,19960328-0002,registered,,R_I-1252_19960328-0002
I-718,19980905-0003,withdrawn,,R_I-718_19980905-0003
I-5128,19980905-0003,not started,,R_I-5128_19980905-0003
I-194,19980905-0003,registered,,R_I-194_19980905-0003
I-2307,19980905-0003,withdrawn,,R_I-2307_19980905-0003
I-836,19980905-0003,completed,5.0,R_I-836_19980905-0003
I-1362,19980905-0003,not started,,R_I-1362_19980905-0003
I-838,19980905-0003,completed,3.0,R_I-838_19980905-0003
I-5134,19980905-0003,withdrawn,,R_I-5134_19980905-0003
I-944,19980905-0003,not started,,R_I-944_19980905-0003
I-945,19980905-0003,not started,,R_I-945_19980905-0003
I-949,19980905-0003,withdrawn,,R_I-949_19980905-0003
I-5463,19980905-0003,registered,,R_I-5463_19980905-0003
I-947,19980905-0003,completed,4.0,R_I-947_19980905-0003
I-5147,19980905-0003,not started,,R_I-5147_19980905-0003
I-3400,19970413-0004,completed,3.0,R_I-3400_19970413-0004
I-4766,19970413-0004,completed,3.0,R_I-4766_19970413-0004
I-3403,19970413-0004,not started,,R_I-3403_19970413-0004
I-3508,19970413-0004,completed,4.0,R_I-3508_19970413-0004
I-2170,19970413-0004,registered,,R_I-2170_19970413-0004
I-1006,19970413-0004,registered,,R_I-1006_19970413-0004
I-1534,19970413-0004,registered,,R_I-1534_19970413-0004
I-2802,19970413-0004,registered,,R_I-2802_19970413-0004
I-1561,19990816-0005,withdrawn,,R_I-1561_19990816-0005
I-1564,19990816-0005,registered,,R_I-1564_19990816-0005
I-3645,19990816-0005,registered,,R_I-3645_19990816-0005
I-1567,19990816-0005,completed,3.0,R_I-1567_19990816-0005
I-1669,19990816-0005,not started,,R_I-1669_19990816-0005
I-1670,19990816-0005,registered,,R_I-1670_19990816-0005
I-1671,19990816-0005,withdrawn,,R_I-1671_19990816-0005
I-5446,19990816-0005,completed,4.0,R_I-5446_19990816-0005
I-4185,19990816-0005,withdrawn,,R_I-4185_19990816-0005
I-4921,19990816-0005,withdrawn,,R_I-4921_19990816-0005
I-1675,19990816-0005,completed,3.0,R_I-1675_19990816-0005
I-1680,19990816-0005,registered,,R_I-1680_19990816-0005
I-1363,19990816-0005,registered,,R_I-1363_19990816-0005
I-1679,19990816-0005,completed,3.0,R_I-1679_19990816-0005
I-5003,19990626-0006,not started,,R_I-5003_19990626-0006
I-5319,19990626-0006,not started,,R_I-5319_19990626-0006
I-5320,19990626-0006,withdrawn,,R_I-5320_19990626-0006
I-5321,19990626-0006,not started,,R_I-5321_19990626-0006
I-5322,19990626-0006,not started,,R_I-5322_19990626-0006
I-4483,19990626-0006,withdrawn,,R_I-4483_19990626-0006
I-3124,19990626-0006,completed,5.0,R_I-3124_19990626-0006
I-5324,19990626-0006,registered,,R_I-5324_19990626-0006
I-5325,19990626-0006,registered,,R_I-5325_19990626-0006
I-5436,19990626-0006,registered,,R_I-5436_19990626-0006
I-5437,19990626-0006,withdrawn,,R_I-5437_19990626-0006
I-2510,19990626-0006,registered,,R_I-2510_19990626-0006
I-5439,19990626-0006,not started,,R_I-5439_19990626-0006
I-377,19950304-0007,withdrawn,,R_I-377_19950304-0007
I-4354,19950304-0007,withdrawn,,R_I-4354_19950304-0007
I-4355,19950304-0007,withdrawn,,R_I-4355_19950304-0007
I-4362,19950304-0007,not started,,R_I-4362_19950304-0007
I-4476,19950304-0007,completed,3.0,R_I-4476_19950304-0007
I-4477,19950304-0007,completed,4.0,R_I-4477_19950304-0007
I-4478,19950304-0007,registered,,R_I-4478_19950304-0007
I-4479,19950304-0007,registered,,R_I-4479_19950304-0007
I-1355,19950304-0007,not started,,R_I-1355_19950304-0007
I-2303,19950304-0007,completed,3.0,R_I-2303_19950304-0007
I-726,19950304-0007,not started,,R_I-726_19950304-0007
I-4597,19950304-0007,completed,3.0,R_I-4597_19950304-0007
I-2168,19991025-0008,not started,,R_I-2168_19991025-0008
I-2386,19991025-0008,registered,,R_I-2386_19991025-0008
I-2274,19991025-0008,not started,,R_I-2274_19991025-0008
I-1435,19991025-0008,not started,,R_I-1435_19991025-0008
I-2276,19991025-0008,registered,,R_I-2276_19991025-0008
I-2277,19991025-0008,registered,,R_I-2277_19991025-0008
I-2691,19991025-0008,not started,,R_I-2691_19991025-0008
I-2280,19991025-0008,completed,5.0,R_I-2280_19991025-0008
I-3926,19991025-0008,completed,3.0,R_I-3926_19991025-0008
I-5095,19991025-0008,withdrawn,,R_I-5095_19991025-0008
I-4361,19991025-0008,not started,,R_I-4361_19991025-0008
I-3313,19991025-0008,withdrawn,,R_I-3313_19991025-0008
I-2395,19991025-0008,withdrawn,,R_I-2395_19991025-0008
I-2391,19991025-0008,withdrawn,,R_I-2391_19991025-0008
I-2912,19950606-0009,completed,3.0,R_I-2912_19950606-0009
I-2915,19950606-0009,completed,5.0,R_I-2915_19950606-0009
I-4045,19950606-0009,withdrawn,,R_I-4045_19950606-0009
I-2916,19950606-0009,completed,4.0,R_I-2916_19950606-0009
I-5418,19950606-0009,registered,,R_I-5418_19950606-0009
I-4887,19950606-0009,completed,4.0,R_I-4887_19950606-0009
I-3119,19950606-0009,withdrawn,,R_I-3119_19950606-0009
I-3319,19950606-0009,completed,5.0,R_I-3319_19950606-0009
I-2920,19950606-0009,withdrawn,,R_I-2920_19950606-0009
I-71,19950606-0009,registered,,R_I-71_19950606-0009
I-3023,19950606-0009,not started,,R_I-3023_19950606-0009
I-4904,19950606-0009,not started,,R_I-4904_19950606-0009
I-1348,19950606-0009,not started,,R_I-1348_19950606-0009
I-714,19950606-0009,withdrawn,,R_I-714_19950606-0009
I-395,19951026-0010,registered,,R_I-395_19951026-0010
I-396,19951026-0010,completed,4.0,R_I-396_19951026-0010
I-1143,19951026-0010,completed,3.0,R_I-1143_19951026-0010
I-192,19951026-0010,completed,3.0,R_I-192_19951026-0010
I-2935,19951026-0010,completed,5.0,R_I-2935_19951026-0010
I-403,19951026-0010,registered,,R_I-403_19951026-0010
I-5526,19951026-0010,not started,,R_I-5526_19951026-0010
I-402,19951026-0010,not started,,R_I-402_19951026-0010
I-5503,19951026-0010,not started,,R_I-5503_19951026-0010
I-401,19951026-0010,not started,,R_I-401_19951026-0010
I-5482,19951026-0010,not started,,R_I-5482_19951026-0010
I-2621,19951026-0010,not started,,R_I-2621_19951026-0010
I-4072,19951026-0010,completed,3.0,R_I-4072_19951026-0010
I-515,19951026-0010,not started,,R_I-515_19951026-0010
I-516,19951026-0010,registered,,R_I-516_19951026-0010
I-1380,19951026-0010,registered,,R_I-1380_19951026-0010
I-631,19951026-0010,not started,,R_I-631_19951026-0010
I-632,19951026-0010,registered,,R_I-632_19951026-0010
I-639,19951026-0010,registered,,R_I-639_19951026-0010
I-3023,19990305-0011,registered,,R_I-3023_19990305-0011
I-2713,19990305-0011,not started,,R_I-2713_19990305-0011
I-818,19990305-0011,withdrawn,,R_I-818_19990305-0011
I-2715,19990305-0011,registered,,R_I-2715_19990305-0011
I-2822,19990305-0011,registered,,R_I-2822_19990305-0011
I-1570,19990305-0011,registered,,R_I-1570_19990305-0011
I-2308,19990305-0011,completed,4.0,R_I-2308_19990305-0011
I-4385,19990305-0011,registered,,R_I-4385_19990305-0011
I-3431,19970727-0012,registered,,R_I-3431_19970727-0012
I-3434,19970727-0012,completed,5.0,R_I-3434_19970727-0012
I-3435,19970727-0012,not started,,R_I-3435_19970727-0012
I-3437,19970727-0012,withdrawn,,R_I-3437_19970727-0012
I-4383,19970727-0012,not started,,R_I-4383_19970727-0012
I-3034,19970727-0012,completed,3.0,R_I-3034_19970727-0012
I-3538,19970727-0012,withdrawn,,R_I-3538_19970727-0012
I-3540,19970727-0012,completed,3.0,R_I-3540_19970727-0012
I-5297,19990219-0013,withdrawn,,R_I-5297_19990219-0013
I-687,19990219-0013,withdrawn,,R_I-687_19990219-0013
I-690,19990219-0013,withdrawn,,R_I-690_19990219-0013
I-688,19990219-0013,not started,,R_I-688_19990219-0013
I-796,19990219-0013,not started,,R_I-796_19990219-0013
I-799,19990219-0013,withdrawn,,R_I-799_19990219-0013
I-370,19990219-0013,not started,,R_I-370_19990219-0013
I-801,19990219-0013,completed,3.0,R_I-801_19990219-0013
I-2808,19990219-0013,withdrawn,,R_I-2808_19990219-0013
I-3430,19990219-0013,not started,,R_I-3430_19990219-0013
I-4255,19990219-0013,not started,,R_I-4255_19990219-0013
I-4154,19990219-0013,completed,3.0,R_I-4154_19990219-0013
I-4965,19970318-0014,withdrawn,,R_I-4965_19970318-0014
I-1416,19970318-0014,withdrawn,,R_I-1416_19970318-0014
I-3089,19970318-0014,withdrawn,,R_I-3089_19970318-0014
I-883,19970318-0014,registered,,R_I-883_19970318-0014
I-4243,19970318-0014,withdrawn,,R_I-4243_19970318-0014
I-3199,19970318-0014,completed,4.0,R_I-3199_19970318-0014
I-2376,19970318-0014,registered,,R_I-2376_19970318-0014
I-3812,19970318-0014,completed,3.0,R_I-3812_19970318-0014
I-1848,19970318-0014,withdrawn,,R_I-1848_19970318-0014
I-3306,19970318-0014,withdrawn,,R_I-3306_19970318-0014
I-3926,19970318-0014,not started,,R_I-3926_19970318-0014
I-5093,19970318-0014,completed,5.0,R_I-5093_19970318-0014
I-1514,19970109-0015,withdrawn,,R_I-1514_19970109-0015
I-991,19970109-0015,registered,,R_I-991_19970109-0015
I-1516,19970109-0015,completed,4.0,R_I-1516_19970109-0015
I-2041,19970109-0015,withdrawn,,R_I-2041_19970109-0015
I-3608,19970109-0015,withdrawn,,R_I-3608_19970109-0015
I-2677,19970109-0015,registered,,R_I-2677_19970109-0015
I-4243,19970109-0015,registered,,R_I-4243_19970109-0015
I-3510,19970109-0015,not started,,R_I-3510_19970109-0015
I-2883,19950717-0016,registered,,R_I-2883_19950717-0016
I-2884,19950717-0016,not started,,R_I-2884_19950717-0016
I-143,19950717-0016,not started,,R_I-143_19950717-0016
I-2891,19950717-0016,not started,,R_I-2891_19950717-0016
I-1309,19950717-0016,not started,,R_I-1309_19950717-0016
I-2997,19950717-0016,registered,,R_I-2997_19950717-0016
I-2901,19950717-0016,not started,,R_I-2901_19950717-0016
I-4139,19950717-0016,completed,4.0,R_I-4139_19950717-0016
I-1966,19990705-0017,withdrawn,,R_I-1966_19990705-0017
I-2922,19990705-0017,withdrawn,,R_I-2922_19990705-0017
I-3622,19990705-0017,withdrawn,,R_I-3622_19990705-0017
I-3624,19990705-0017,completed,3.0,R_I-3624_19990705-0017
I-3625,19990705-0017,completed,3.0,R_I-3625_19990705-0017
I-2598,19990705-0017,completed,5.0,R_I-2598_19990705-0017
I-1547,19990705-0017,withdrawn,,R_I-1547_19990705-0017
I-3628,19990705-0017,registered,,R_I-3628_19990705-0017
I-2912,19990705-0017,completed,3.0,R_I-2912_19990705-0017
I-3737,19990705-0017,completed,4.0,R_I-3737_19990705-0017
I-3738,19990705-0017,withdrawn,,R_I-3738_19990705-0017
I-3331,19990705-0017,withdrawn,,R_I-3331_19990705-0017
I-5009,19990705-0017,withdrawn,,R_I-5009_19990705-0017
I-4669,19971007-0018,registered,,R_I-4669_19971007-0018
I-3511,19971007-0018,registered,,R_I-3511_19971007-0018
I-4671,19971007-0018,not started,,R_I-4671_19971007-0018
I-4676,19971007-0018,registered,,R_I-4676_19971007-0018
I-4786,19971007-0018,withdrawn,,R_I-4786_19971007-0018
I-172,19971007-0018,not started,,R_I-172_19971007-0018
I-4789,19971007-0018,registered,,R_I-4789_19971007-0018
I-4792,19971007-0018,registered,,R_I-4792_19971007-0018
I-4896,19971007-0018,withdrawn,,R_I-4896_19971007-0018
I-2089,19971007-0018,registered,,R_I-2089_19971007-0018
I-4897,19971007-0018,withdrawn,,R_I-4897_19971007-0018
I-4899,19971007-0018,not started,,R_I-4899_19971007-0018
I-3502,19990124-0019,not started,,R_I-3502_19990124-0019
I-4454,19990124-0019,registered,,R_I-4454_19990124-0019
I-2678,19990124-0019,completed,5.0,R_I-2678_19990124-0019
I-2684,19990124-0019,completed,4.0,R_I-2684_19990124-0019
I-2794,19990124-0019,not started,,R_I-2794_19990124-0019
I-2795,19990124-0019,completed,4.0,R_I-2795_19990124-0019
I-2800,19990124-0019,completed,5.0,R_I-2800_19990124-0019
I-2796,19990124-0019,completed,3.0,R_I-2796_19990124-0019
I-1226,19990124-0019,withdrawn,,R_I-1226_19990124-0019
I-2799,19990124-0019,completed,5.0,R_I-2799_19990124-0019
I-5201,19990124-0019,withdrawn,,R_I-5201_19990124-0019
I-2802,19990124-0019,registered,,R_I-2802_19990124-0019
I-2801,19990124-0019,completed,3.0,R_I-2801_19990124-0019
I-2803,19990124-0019,not started,,R_I-2803_19990124-0019
I-4124,19990831-0020,registered,,R_I-4124_19990831-0020
I-2565,19990831-0020,withdrawn,,R_I-2565_19990831-0020
I-4126,19990831-0020,withdrawn,,R_I-4126_19990831-0020
I-985,19990831-0020,registered,,R_I-985_19990831-0020
I-4237,19990831-0020,registered,,R_I-4237_19990831-0020
I-4238,19990831-0020,withdrawn,,R_I-4238_19990831-0020
I-2896,19990831-0020,registered,,R_I-2896_19990831-0020
I-2166,19990831-0020,withdrawn,,R_I-2166_19990831-0020
I-3848,19971122-0021,registered,,R_I-3848_19971122-0021
I-3849,19971122-0021,withdrawn,,R_I-3849_19971122-0021
I-1667,19971122-0021,not started,,R_I-1667_19971122-0021
I-3851,19971122-0021,completed,5.0,R_I-3851_19971122-0021
I-2937,19971122-0021,withdrawn,,R_I-2937_19971122-0021
I-3856,19971122-0021,withdrawn,,R_I-3856_19971122-0021
I-3857,19971122-0021,not started,,R_I-3857_19971122-0021
I-1562,19971122-0021,completed,4.0,R_I-1562_19971122-0021
I-3858,19971122-0021,withdrawn,,R_I-3858_19971122-0021
I-5242,19971122-0021,not started,,R_I-5242_19971122-0021
I-3966,19971122-0021,registered,,R_I-3966_19971122-0021
I-3859,19971122-0021,completed,5.0,R_I-3859_19971122-0021
I-4714,19971122-0021,withdrawn,,R_I-4714_19971122-0021
I-4081,19971122-0021,not started,,R_I-4081_19971122-0021
I-4291,19971122-0021,withdrawn,,R_I-4291_19971122-0021
I-4083,19971122-0021,registered,,R_I-4083_19971122-0021
I-4085,19971122-0021,not started,,R_I-4085_19971122-0021
I-4086,19971122-0021,withdrawn,,R_I-4086_19971122-0021
I-1483,19971122-0021,withdrawn,,R_I-1483_19971122-0021
I-4087,19971122-0021,registered,,R_I-4087_19971122-0021
I-4088,19971122-0021,withdrawn,,R_I-4088_19971122-0021
I-2630,19971122-0021,registered,,R_I-2630_19971122-0021
I-3087,19980414-0022,withdrawn,,R_I-3087_19980414-0022
I-4966,19980414-0022,completed,3.0,R_I-4966_19980414-0022
I-3599,19980414-0022,withdrawn,,R_I-3599_19980414-0022
I-2668,19980414-0022,completed,4.0,R_I-2668_19980414-0022
I-2460,19980414-0022,not started,,R_I-2460_19980414-0022
I-3592,19980414-0022,withdrawn,,R_I-3592_19980414-0022
I-4971,19980414-0022,completed,4.0,R_I-4971_19980414-0022
I-4970,19980414-0022,not started,,R_I-4970_19980414-0022
I-5080,19980414-0022,not started,,R_I-5080_19980414-0022
I-5081,19980414-0022,registered,,R_I-5081_19980414-0022
I-5195,19980414-0022,registered,,R_I-5195_19980414-0022
I-5083,19980414-0022,completed,4.0,R_I-5083_19980414-0022
I-363,19980414-0022,completed,5.0,R_I-363_19980414-0022
I-5200,19980414-0022,registered,,R_I-5200_19980414-0022
I-2380,19980414-0022,completed,5.0,R_I-2380_19980414-0022
I-1117,19980414-0022,not started,,R_I-1117_19980414-0022
I-3292,19980609-0023,registered,,R_I-3292_19980609-0023
I-2884,19980609-0023,withdrawn,,R_I-2884_19980609-0023
I-2885,19980609-0023,registered,,R_I-2885_19980609-0023
I-253,19980609-0023,not started,,R_I-253_19980609-0023
I-1309,19980609-0023,not started,,R_I-1309_19980609-0023
I-1317,19980609-0023,not started,,R_I-1317_19980609-0023
I-2999,19980609-0023,completed,5.0,R_I-2999_19980609-0023
I-3000,19980609-0023,withdrawn,,R_I-3000_19980609-0023
I-3292,19980212-0024,withdrawn,,R_I-3292_19980212-0024
I-2884,19980212-0024,completed,3.0,R_I-2884_19980212-0024
I-5285,19980212-0024,not started,,R_I-5285_19980212-0024
I-5284,19980212-0024,not started,,R_I-5284_19980212-0024
I-2678,19980212-0024,withdrawn,,R_I-2678_19980212-0024
I-153,19980212-0024,registered,,R_I-153_19980212-0024
I-2998,19980212-0024,withdrawn,,R_I-2998_19980212-0024
I-4556,19980212-0024,not started,,R_I-4556_19980212-0024
I-3097,19990805-0025,withdrawn,,R_I-3097_19990805-0025
I-3099,19990805-0025,registered,,R_I-3099_19990805-0025
I-4343,19990805-0025,completed,3.0,R_I-4343_19990805-0025
I-3103,19990805-0025,registered,,R_I-3103_19990805-0025
I-1112,19990805-0025,completed,5.0,R_I-1112_19990805-0025
I-3206,19990805-0025,completed,4.0,R_I-3206_19990805-0025
I-3207,19990805-0025,completed,3.0,R_I-3207_19990805-0025
I-3208,19990805-0025,completed,3.0,R_I-3208_19990805-0025
I-1756,19990805-0025,registered,,R_I-1756_19990805-0025
I-906,19990805-0025,not started,,R_I-906_19990805-0025
I-2078,19990805-0025,registered,,R_I-2078_19990805-0025
I-3428,19990805-0025,withdrawn,,R_I-3428_19990805-0025
I-4124,19970609-0026,completed,5.0,R_I-4124_19970609-0026
I-684,19970609-0026,registered,,R_I-684_19970609-0026
I-2565,19970609-0026,not started,,R_I-2565_19970609-0026
I-3808,19970609-0026,completed,5.0,R_I-3808_19970609-0026
I-44,19970609-0026,not started,,R_I-44_19970609-0026
I-4238,19970609-0026,withdrawn,,R_I-4238_19970609-0026
I-5084,19970609-0026,withdrawn,,R_I-5084_19970609-0026
I-4877,19970609-0026,completed,3.0,R_I-4877_19970609-0026
I-3087,19951123-0027,registered,,R_I-3087_19951123-0027
I-4966,19951123-0027,not started,,R_I-4966_19951123-0027
I-2668,19951123-0027,completed,5.0,R_I-2668_19951123-0027
I-3599,19951123-0027,not started,,R_I-3599_19951123-0027
I-2460,19951123-0027,completed,3.0,R_I-2460_19951123-0027
I-2567,19951123-0027,withdrawn,,R_I-2567_19951123-0027
I-4970,19951123-0027,completed,3.0,R_I-4970_19951123-0027
I-4973,19951123-0027,withdrawn,,R_I-4973_19951123-0027
I-5080,19951123-0027,withdrawn,,R_I-5080_19951123-0027
I-5081,19951123-0027,registered,,R_I-5081_19951123-0027
I-5082,19951123-0027,not started,,R_I-5082_19951123-0027
I-5083,19951123-0027,not started,,R_I-5083_19951123-0027
I-1956,19951123-0027,not started,,R_I-1956_19951123-0027
I-5200,19951123-0027,not started,,R_I-5200_19951123-0027
I-2797,19951123-0027,completed,3.0,R_I-2797_19951123-0027
I-5202,19951123-0027,withdrawn,,R_I-5202_19951123-0027
I-4571,19960701-0028,withdrawn,,R_I-4571_19960701-0028
I-4255,19960701-0028,not started,,R_I-4255_19960701-0028
I-3423,19960701-0028,not started,,R_I-3423_19960701-0028
I-1543,19960701-0028,not started,,R_I-1543_19960701-0028
I-1459,19960701-0028,withdrawn,,R_I-1459_19960701-0028
I-2400,19960701-0028,withdrawn,,R_I-2400_19960701-0028
I-1657,19960701-0028,withdrawn,,R_I-1657_19960701-0028
I-1659,19960701-0028,registered,,R_I-1659_19960701-0028
I-1658,19960701-0028,registered,,R_I-1658_19960701-0028
I-1655,19960701-0028,completed,5.0,R_I-1655_19960701-0028
I-4124,19960220-0029,not started,,R_I-4124_19960220-0029
I-684,19960220-0029,registered,,R_I-684_19960220-0029
I-4130,19960220-0029,completed,4.0,R_I-4130_19960220-0029
I-352,19960220-0029,withdrawn,,R_I-352_19960220-0029
I-254,19960220-0029,not started,,R_I-254_19960220-0029
I-4238,19960220-0029,withdrawn,,R_I-4238_19960220-0029
I-2896,19960220-0029,not started,,R_I-2896_19960220-0029
I-2166,19960220-0029,registered,,R_I-2166_19960220-0029
I-3131,19990211-0030,completed,5.0,R_I-3131_19990211-0030
I-614,19990211-0030,withdrawn,,R_I-614_19990211-0030
I-3133,19990211-0030,not started,,R_I-3133_19990211-0030
I-2508,19990211-0030,withdrawn,,R_I-2508_19990211-0030
I-3970,19990211-0030,not started,,R_I-3970_19990211-0030
I-4389,19990211-0030,completed,3.0,R_I-4389_19990211-0030
I-3242,19990211-0030,completed,5.0,R_I-3242_19990211-0030
I-3243,19990211-0030,withdrawn,,R_I-3243_19990211-0030
I-3354,19990211-0030,not started,,R_I-3354_19990211-0030
I-3355,19990211-0030,completed,3.0,R_I-3355_19990211-0030
I-3356,19990211-0030,not started,,R_I-3356_19990211-0030
I-1053,19990211-0030,not started,,R_I-1053_19990211-0030
I-2699,19961018-0031,completed,5.0,R_I-2699_19961018-0031
I-2700,19961018-0031,completed,5.0,R_I-2700_19961018-0031
I-2069,19961018-0031,completed,4.0,R_I-2069_19961018-0031
I-1449,19961018-0031,registered,,R_I-1449_19961018-0031
I-3020,19961018-0031,registered,,R_I-3020_19961018-0031
I-1125,19961018-0031,completed,3.0,R_I-1125_19961018-0031
I-5423,19961018-0031,withdrawn,,R_I-5423_19961018-0031
I-2175,19961018-0031,registered,,R_I-2175_19961018-0031
I-280,19961018-0031,withdrawn,,R_I-280_19961018-0031
I-1750,19961018-0031,completed,3.0,R_I-1750_19961018-0031
I-2190,19961018-0031,withdrawn,,R_I-2190_19961018-0031
I-2814,19961018-0031,not started,,R_I-2814_19961018-0031
I-5221,19961018-0031,completed,4.0,R_I-5221_19961018-0031
I-3842,19961018-0031,completed,3.0,R_I-3842_19961018-0031
I-267,19960307-0032,registered,,R_I-267_19960307-0032
I-585,19960307-0032,withdrawn,,R_I-585_19960307-0032
I-3611,19960307-0032,completed,3.0,R_I-3611_19960307-0032
I-2481,19960307-0032,not started,,R_I-2481_19960307-0032
I-1635,19960307-0032,registered,,R_I-1635_19960307-0032
I-2483,19960307-0032,completed,3.0,R_I-2483_19960307-0032
I-3005,19960307-0032,not started,,R_I-3005_19960307-0032
I-1322,19960307-0032,completed,3.0,R_I-1322_19960307-0032
I-2591,19960307-0032,withdrawn,,R_I-2591_19960307-0032
I-1851,19960307-0032,completed,4.0,R_I-1851_19960307-0032
I-2804,19960307-0032,registered,,R_I-2804_19960307-0032
I-3732,19960307-0032,withdrawn,,R_I-3732_19960307-0032
I-5017,19960822-0033,withdrawn,,R_I-5017_19960822-0033
I-4917,19960822-0033,completed,4.0,R_I-4917_19960822-0033
I-3132,19960822-0033,withdrawn,,R_I-3132_19960822-0033
I-3038,19960822-0033,registered,,R_I-3038_19960822-0033
I-4288,19960822-0033,completed,3.0,R_I-4288_19960822-0033
I-1472,19960822-0033,not started,,R_I-1472_19960822-0033
I-5130,19960822-0033,withdrawn,,R_I-5130_19960822-0033
I-1886,19960822-0033,not started,,R_I-1886_19960822-0033
I-2828,19961012-0034,registered,,R_I-2828_19961012-0034
I-2931,19961012-0034,not started,,R_I-2931_19961012-0034
I-2934,19961012-0034,not started,,R_I-2934_19961012-0034
I-1774,19961012-0034,withdrawn,,R_I-1774_19961012-0034
I-3042,19961012-0034,not started,,R_I-3042_19961012-0034
I-1881,19961012-0034,withdrawn,,R_I-1881_19961012-0034
I-3048,19961012-0034,withdrawn,,R_I-3048_19961012-0034
I-3043,19961012-0034,not started,,R_I-3043_19961012-0034
I-1931,19960610-0035,withdrawn,,R_I-1931_19960610-0035
I-4866,19960610-0035,not started,,R_I-4866_19960610-0035
I-142,19960610-0035,registered,,R_I-142_19960610-0035
I-1934,19960610-0035,completed,4.0,R_I-1934_19960610-0035
I-4975,19960610-0035,withdrawn,,R_I-4975_19960610-0035
I-2049,19960610-0035,completed,5.0,R_I-2049_19960610-0035
I-1424,19960610-0035,registered,,R_I-1424_19960610-0035
I-2264,19960610-0035,withdrawn,,R_I-2264_19960610-0035
I-3921,19960610-0035,withdrawn,,R_I-3921_19960610-0035
I-2679,19960610-0035,completed,3.0,R_I-2679_19960610-0035
I-2683,19960610-0035,completed,4.0,R_I-2683_19960610-0035
I-2054,19960610-0035,withdrawn,,R_I-2054_19960610-0035
I-2167,19960610-0035,registered,,R_I-2167_19960610-0035
I-2168,19960610-0035,registered,,R_I-2168_19960610-0035
I-2169,19960610-0035,registered,,R_I-2169_19960610-0035
I-2687,19960610-0035,withdrawn,,R_I-2687_19960610-0035
I-4367,19990302-0036,completed,3.0,R_I-4367_19990302-0036
I-3840,19990302-0036,not started,,R_I-3840_19990302-0036
I-75,19990302-0036,not started,,R_I-75_19990302-0036
I-606,19990302-0036,registered,,R_I-606_19990302-0036
I-4173,19990302-0036,not started,,R_I-4173_19990302-0036
I-4275,19990302-0036,not started,,R_I-4275_19990302-0036
I-4274,19990302-0036,registered,,R_I-4274_19990302-0036
I-3234,19990302-0036,withdrawn,,R_I-3234_19990302-0036
I-4669,19950801-0037,not started,,R_I-4669_19950801-0037
I-4670,19950801-0037,not started,,R_I-4670_19950801-0037
I-4671,19950801-0037,completed,4.0,R_I-4671_19950801-0037
I-2279,19950801-0037,withdrawn,,R_I-2279_19950801-0037
I-4157,19950801-0037,withdrawn,,R_I-4157_19950801-0037
I-1645,19950801-0037,withdrawn,,R_I-1645_19950801-0037
I-4790,19950801-0037,registered,,R_I-4790_19950801-0037
